Name,YearsAppearing,ImputedProbF,ImputedProbM
AKSHAT,9,0,1
AKSHAY,16,0,1
AKSHAYA,11,1,0
AKSHAYAA,1,1,0
AKSHAYAN,6,0,1
AKSHAYE,1,0,1
AKSHAYEN,1,0,1
AKSHIT,1,0,1
AKSHITA,6,1,0
AKSHITH,2,0,1
AKUA,13,1,0
AKVILE,3,1,0
AKWASI,4,0,1
AL,16,0.0863950742240216,0.913604925775978
AL-AMEEN,4,0,1
AL-AMIN,12,0,1
ALA,9,0.888888888888889,0.111111111111111
ALA'A,3,1,0
ALAA,16,0.848961264430014,0.151038735569986
ALABAMA,3,1,0
ALAE,1,1,0
ALAGIE,1,0,1
ALAHNA,3,1,0
ALAIA,7,1,0
ALAIBA,1,1,0
ALAIKA,1,1,0
ALAIN,8,0,1
ALAINA,16,1,0
ALAIZA,3,1,0
ALAM,2,0,1
ALAMIN,6,0,1
ALAN,16,0,1
ALANA,16,1,0
ALANA-ROSE,1,1,0
ALANAH,16,1,0
ALANAS,2,0,1
ALAND,10,0,1
ALANI,8,1,0
ALANIA,2,1,0
ALANIS,16,1,0
ALANNA,16,1,0
ALANNAH,16,1,0
ALANNIS,4,1,0
ALANOOD,1,1,0
ALANTA,12,1,0
ALANTIS,1,1,0
ALANYA,16,1,0
ALANYAH,1,1,0
ALARA,14,1,0
ALARIC,9,0,1
ALARNA,16,1,0
ALARNAH,4,1,0
ALARNI,1,1,0
ALASDAIR,16,0,1
ALASIA,1,1,0
ALASKA,10,1,0
ALASTAIR,16,0,1
ALATHEA,1,1,0
ALAW,16,1,0
ALAYA,12,1,0
ALAYAH,9,1,0
ALAYLA,2,1,0
ALAYNA,16,1,0
ALAYNAH,2,1,0
ALAYSIA,1,1,0
ALAZAR,2,0,1
ALBA,16,1,0
ALBAN,15,0,1
ALBANO,1,0,1
ALBANY,10,1,0
ALBARA,2,0,1
ALBARAA,2,0,1
ALBE,1,0,1
ALBERT,16,0,1
ALBERTA,13,1,0
ALBERTINE,1,1,0
ALBERTO,15,0,1
ALBEY,2,0,1
ALBI,13,0,1
ALBIE,16,0,1
ALBIN,11,0,1
ALBINA,4,1,0
ALBION,15,0,1
ALBIONA,2,1,0
ALBY,16,0,1
ALDEN,10,0,1
ALDIN,2,0,1
ALDO,12,0,1
ALDRICH,2,0,1
ALDRIN,1,0,1
ALEA,9,1,0
ALEACIA,1,1,0
ALEAH,16,1,0
ALEAHA,3,1,0
ALEASHA,16,1,0
ALEC,16,0,1
ALECHANDRO,1,0,1
ALECIA,15,1,0
ALECK,2,0,1
ALED,16,0,1
ALEEA,2,1,0
ALEECE,2,1,0
ALEECIA,2,1,0
ALEEHA,7,1,0
ALEEM,16,0,1
ALEEMA,16,1,0
ALEEMAH,11,1,0
ALEEN,4,1,0
ALEENA,16,1,0
ALEENAH,8,1,0
ALEESA,8,1,0
ALEESHA,16,1,0
ALEESHBA,1,1,0
ALEEYA,8,1,0
ALEEYAH,9,1,0
ALEEZA,15,1,0
ALEEZAH,8,1,0
ALEEZAY,2,1,0
ALEGRA,1,1,0
ALEGRIA,1,1,0
ALEIA,2,1,0
ALEIAH,1,1,0
ALEIGHA,14,1,0
ALEIGHSHA,2,1,0
ALEISHA,16,1,0
ALEJANDRA,13,1,0
ALEJANDRO,16,0,1
ALEK,6,0,1
ALEKH,1,0,1
ALEKS,7,0,1
ALEKSA,3,0.523809523809524,0.476190476190476
ALEKSANDAR,16,0,1
ALEKSANDER,16,0,1
ALEKSANDR,9,0,1
ALEKSANDRA,16,1,0
ALEKSANDRAS,2,0,1
ALEKSANDRS,4,0,1
ALEKSAS,1,0,1
ALEKSEI,5,0,1
ALEKSEJS,1,0,1
ALEKSEY,1,0,1
ALEKSI,3,0,1
ALEKSIA,2,1,0
ALEKSIS,2,0,1
ALEKSS,1,0,1
ALEKSY,2,0,1
ALEM,1,0,1
ALEMA,1,1,0
ALEN,9,0,1
ALENA,16,1,0
ALEND,2,0,1
ALENNA,1,1,0
ALENS,1,0,1
ALERO,3,1,0
ALES,1,0,1
ALESANDRO,1,0,1
ALESHA,16,1,0
ALESHA-MAE,1,1,0
ALESHIA,13,1,0
ALESI,4,1,0
ALESIA,13,1,0
ALESIO,1,0,1
ALESSA,6,1,0
ALESSANDRA,16,1,0
ALESSANDRO,16,0,1
ALESSI,2,1,0
ALESSIA,16,1,0
ALESSIO,16,0,1
ALETA,1,1,0
ALETHEA,16,1,0
ALETHIA,1,1,0
ALETIA,2,1,0
ALEV,2,1,0
ALEX,16,0.102968548568059,0.897031451431941
ALEX-JAMES,2,0,1
ALEX-JAY,1,0,1
ALEXA,16,1,0
ALEXA-MAE,1,1,0
ALEXA-ROSE,2,1,0
ALEXANDA,12,0,1
ALEXANDAR,8,0,1
ALEXANDER,16,0,1
ALEXANDER-JAMES,3,0,1
ALEXANDR,3,0,1
ALEXANDRA,16,1,0
ALEXANDRE,16,0,1
ALEXANDREA,11,1,0
ALEXANDRIA,16,1,0
ALEXANDRINA,2,1,0
ALEXANDRO,10,0,1
ALEXANDROS,16,0,1
ALEXANDRU,13,0,1
ALEXAS,1,1,0
ALEXAVIER,2,0,1
ALEXCIA,9,1,0
ALEXEI,16,0,1
ALEXEY,7,0,1
ALEXI,15,0.522081155903944,0.477918844096056
ALEXIA,16,1,0
ALEXIA-LEIGH,1,1,0
ALEXIA-MAE,1,1,0
ALEXIAH,1,1,0
ALEXIE,10,0.99,0.01
ALEXINA,4,1,0
ALEXINE,1,1,0
ALEXIOS,1,0,1
ALEXIS,16,0.858010445442873,0.141989554557127
ALEXIS-MAE,1,1,0
ALEXIS-ROSE,1,1,0
ALEXIYA,1,1,0
ALEXSANDER,1,0,1
ALEXSANDRA,3,1,0
ALEXSI,1,1,0
ALEXSIS,5,1,0
ALEXUS,12,1,0
ALEXXA,1,1,0
ALEXY,1,0,1
ALEXYS,2,1,0
ALEXZANDER,12,0,1
ALEXZANDRA,1,1,0
ALEYA,11,1,0
ALEYAH,10,1,0
ALEYNA,16,1,0
ALEYSHA,16,1,0
ALF,9,0,1
ALFEE,2,0,1
ALFEY,3,0,1
ALFFI,2,0,1
ALFI,14,0,1
ALFIE,16,0.000698167016468821,0.999301832983531
ALFIE-,1,0,1
ALFIE-GEORGE,3,0,1
ALFIE-J,2,0,1
ALFIE-JACK,6,0,1
ALFIE-JAI,2,0,1
ALFIE-JAMES,7,0,1
ALFIE-JAY,8,0,1
ALFIE-JOE,7,0,1
ALFIE-JOHN,6,0,1
ALFIE-JOSEPH,1,0,1
ALFIE-JUNIOR,1,0,1
ALFIE-LEE,9,0,1
ALFIE-RAY,6,0,1
ALFIE-THOMAS,1,0,1
ALFIN,1,0,1
ALFONSO,12,0,1
ALFRED,16,0,1
ALFREDO,15,0,1
ALFY,14,0,1
ALGERNON,4,0,1
ALHAGIE,1,0,1
ALHAJI,9,0,1
ALHASAN,1,0,1
ALHASSAN,4,0,1
ALHENA,6,1,0
ALI,16,0.00154018695841063,0.998459813041589
ALI-ABBAS,1,0,1
ALI-AKBAR,2,0,1
ALI-RAZA,2,0,1
ALIA,16,1,0
ALIAA,1,1,0
ALIABBAS,1,0,1
ALIAH,16,1,0
ALIAKBAR,1,0,1
ALIANA,5,1,0
ALIANNA,1,1,0
ALIAS,2,0,1
ALICA,5,1,0
ALICAN,6,0,1
ALICE,16,1,0
ALICE-LOUISE,1,1,0
ALICE-MAE,3,1,0
ALICE-MAY,5,1,0
ALICE-ROSE,3,1,0
ALICEA,6,1,0
ALICIA,16,1,0
ALICIA-GRACE,1,1,0
ALICIA-MAE,2,1,0
ALICIA-MARIE,1,1,0
ALICIA-MAY,3,1,0
ALICIA-ROSE,3,1,0
ALICJA,16,1,0
ALICK,5,0,1
ALIDA,2,1,0
ALIDIA,1,1,0
ALIE,1,0,1
ALIEA,1,1,0
ALIENOR,4,1,0
ALIESHA,16,1,0
ALIEU,13,0,1
ALIF,4,0,1
ALIFA,4,1,0
ALIHA,6,1,0
ALIJAH,6,0,1
ALIKA,12,1,0
ALIKI,2,1,0
ALIM,15,0,1
ALIMA,16,1,0
ALIMAH,14,1,0
ALIMAT,1,1,0
ALIN,4,0,1
ALINA,16,1,0
ALINAH,7,1,0
ALINE,10,1,0
ALIONA,3,1,0
ALIOUNE,2,0,1
ALIREZA,4,0,1
ALIS,14,1,0
ALISA,16,1,0
ALISCIA,3,1,0
ALISDAIR,16,0,1
ALISE,12,1,0
ALISHA,16,1,0
ALISHA-LEIGH,1,1,0
ALISHA-MAI,3,1,0
ALISHA-MARIE,7,1,0
ALISHA-MAY,2,1,0
ALISHA-ROSE,1,1,0
ALISHAA,1,1,0
ALISHABA,4,1,0
ALISHAH,16,1,0
ALISHAN,2,0,1
ALISHBA,15,1,0
ALISHBAH,9,1,0
ALISHEA,2,1,0
ALISHER,1,0,1
ALISHIA,16,1,0
ALISHMA,1,1,0
ALISHYA,3,1,0
ALISIA,16,1,0
ALISINA,1,0,1
ALISIYA,1,1,0
ALISON,16,1,0
ALISSA,16,1,0
ALISSA-MAE,1,1,0
ALISSIA,15,1,0
ALISSIYA,1,1,0
ALISSYA,1,1,0
ALISTAIR,16,0,1
ALISTAR,1,0,1
ALISTER,16,0,1
ALISYA,2,1,0
ALITA,3,1,0
ALIVIA,15,1,0
ALIVIAH,1,1,0
ALIX,16,0.803977056353969,0.196022943646031
ALIXANDER,1,0,1
ALIXANDRA,6,1,0
ALIYA,16,1,0
ALIYAAN,6,0,1
ALIYAH,16,1,0
ALIYAN,7,0,1
ALIYANA,1,1,0
ALIYAT,2,1,0
ALIYE,5,1,0
ALIYHA,3,1,0
ALIYSHA,6,1,0
ALIYU,1,0,1
ALIYYAH,15,1,0
ALIZ,1,1,0
ALIZA,16,1,0
ALIZAH,9,1,0
ALIZAY,4,1,0
ALIZE,8,1,0
ALIZEE,6,1,0
ALIZEH,6,1,0
ALIZEY,1,1,0
ALJAWHARA,1,1,0
ALKA,1,1,0
ALKETA,1,1,0
ALLA,7,1,0
ALLAM,1,0,1
ALLAN,16,0,1
ALLANA,16,1,0
ALLANAH,16,1,0
ALLANNA,4,1,0
ALLANNAH,10,1,0
ALLARNA,1,1,0
ALLAYA,1,1,0
ALLEAH,6,1,0
ALLEGRA,16,1,0
ALLEN,16,0,1
ALLENA,2,1,0
ALLESSE,2,1,0
ALLEX,1,1,0
ALLEYAH,3,1,0
ALLI,1,1,0
ALLIA,2,1,0
ALLIAH,4,1,0
ALLICIA,3,1,0
ALLIE,15,1,0
ALLISHA,11,1,0
ALLISIA,1,1,0
ALLISON,14,1,0
ALLISSA,3,1,0
ALLISSIA,2,1,0
ALLISTAIR,1,0,1
ALLISTER,11,0,1
ALLIYA,3,1,0
ALLIYAH,16,1,0
ALLY,16,0.607850044221012,0.392149955778988
ALLYA,1,1,0
ALLYSA,3,1,0
ALLYSHA,10,1,0
ALLYSIA,2,1,0
ALLYSON,9,1,0
ALLYSSA,10,1,0
ALLYSSIA,1,1,0
ALMA,16,1,0
ALMAAN,1,0,1
ALMAAS,9,1,0
ALMAMY,1,0,1
ALMAN,2,0,1
ALMAS,16,0.9578125,0.0421875
ALMAZ,1,1,0
ALMEERA,1,1,0
ALMIR,7,0,1
ALMIRA,9,1,0
ALOK,2,0,1
ALOKA,1,1,0
ALOM,1,0,1
ALON,2,0,1
ALONA,5,1,0
ALONDRA,1,1,0
ALONSO,7,0,1
ALONZO,5,0,1
ALORA,2,1,0
ALP,8,0,1
ALPER,13,0,1
ALPEREN,5,0,1
ALPHA,10,0,1
ALPHIE,6,0,1
ALPHONS,1,0,1
ALPHONSA,2,1,0
ALPHONSE,2,0,1
ALPHONSO,1,0,1
ALPHY,1,0,1
ALROY,1,0,1
ALTAF,2,0,1
ALTAN,3,0,1
ALTAY,2,0,1
ALTHEA,15,1,0
ALTIN,4,0,1
ALTINA,3,1,0
ALTON,4,0,1
ALUN,12,0,1
ALURA,1,1,0
ALUSINE,3,0,1
ALVA,6,1,0
ALVARO,13,0,1
ALVEENA,8,1,0
ALVEERA,1,1,0
ALVEY,1,0,1
ALVI,4,0,1
ALVIA,1,1,0
ALVIN,16,0,1
ALVINA,12,1,0
ALVIRA,2,1,0
ALVIS,1,0,1
ALVY,2,0,1
ALVYN,1,0,1
ALWALEED,1,0,1
ALWIN,6,0,1
ALWYN,9,0,1
ALY,7,0,1
ALYA,16,1,0
ALYAAN,6,0,1
ALYAH,5,1,0
ALYAN,3,0,1
ALYANA,3,1,0
ALYANNA,3,1,0
ALYCE,14,1,0
ALYCEE,1,1,0
ALYCIA,16,1,0
ALYDIA,4,1,0
ALYESHA,9,1,0
ALYIA,1,1,0
ALYIAH,2,1,0
ALYISHA,5,1,0
ALYN,1,0,1
ALYNA,2,1,0
ALYONA,1,1,0
ALYS,16,1,0
ALYSA,10,1,0
ALYSCIA,1,1,0
ALYSE,6,1,0
ALYSHA,16,1,0
ALYSHEA,1,1,0
ALYSHIA,16,1,0
ALYSIA,16,1,0
ALYSON,11,1,0
ALYSS,2,1,0
ALYSSA,16,1,0
ALYSSA-MAE,3,1,0
ALYSSA-MAY,3,1,0
ALYSSA-ROSE,2,1,0
ALYSSE,2,1,0
ALYSSIA,16,1,0
ALYSSYA,1,1,0
ALYVIA,3,1,0
ALYX,16,0.969460227272727,0.0305397727272727
ALYXANDRA,4,1,0
ALYZA,4,1,0
ALZBETA,2,1,0
AMA,15,1,0
AMAAD,16,0,1
AMAAIMA,1,1,0
AMAAL,14,1,0
AMAAN,16,0,1
AMAANA,5,1,0
AMAANAH,3,1,0
AMAANI,16,0.977083333333333,0.0229166666666667
AMAAR,15,0,1
AMAARA,12,1,0
AMAARAH,14,1,0
AMAAYA,2,1,0
AMAAZ,1,0,1
AMABEL,9,1,0
AMABELLE,2,1,0
AMAD,10,0,1
AMADEO,1,0,1
AMADEUS,4,0,1
AMADEUSZ,2,0,1
AMADOU,10,0,1
AMADU,5,0,1
AMAIA,13,1,0
AMAIAH,1,1,0
AMAIMA,2,1,0
AMAIRA,4,1,0
AMAIRAH,1,1,0
AMAIYA,5,1,0
AMAIYAH,3,1,0
AMAKA,4,1,0
AMAL,16,0.885853432072226,0.114146567927774
AMALA,6,1,0
AMALEE,6,1,0
AMALI,3,1,0
AMALIA,16,1,0
AMALIAH,1,1,0
AMALIE,16,1,0
AMALYA,2,1,0
AMAN,16,0.143787468372349,0.856212531627651
AMANA,16,1,0
AMANAH,10,1,0
AMANDA,16,1,0
AMANDEEP,16,0.483455928873909,0.516544071126091
AMANDINE,10,1,0
AMANDIP,1,0,1
AMANI,16,0.879946995841042,0.120053004158958
AMANIE,1,1,0
AMANIYA,1,1,0
AMANJEET,1,0.5,0.5
AMANJIT,1,0,1
AMANJOT,7,0.510204081632653,0.489795918367347
AMANN,1,0,1
AMANPREET,16,0.931311170713345,0.0686888292866554
AMANRAJ,1,0,1
AMANUEL,2,0,1
AMANULLAH,1,0,1
AMANVEER,10,0,1
AMANVIR,7,0,1
AMANY,3,1,0
AMAR,16,0.0266858966026851,0.973314103397315
AMARA,16,0.991524621212121,0.00847537878787878
AMARACHI,15,1,0
AMARACHUKWU,4,1,0
AMARAH,16,1,0
AMARDEEP,13,0.0656843156843157,0.934315684315684
AMARE,7,0,1
AMAREE,1,0,1
AMARI,16,0.1280240213541,0.8719759786459
AMARIA,1,1,0
AMARIAH,8,1,0
AMARIE,4,0.267857142857143,0.732142857142857
AMARII,4,0,1
AMARIO,2,0,1
AMARION,4,0,1
AMARIS,13,1,0
AMARISE,1,1,0
AMARISSA,4,1,0
AMARJEET,1,0,1
AMARJIT,3,0,1
AMARJOT,3,0,1
AMARN,2,0,1
AMARNI,14,0.755102040816326,0.244897959183673
AMARO,1,0,1
AMARPAL,4,0,1
AMARPREET,9,0.851851851851852,0.148148148148148
AMARRI,1,0,1
AMARU,8,0,1
AMARVEER,8,0,1
AMARVIR,2,0,1
AMARYLLIS,3,1,0
AMATUL,1,1,0
AMATULLAH,13,1,0
AMAURI,1,0,1
AMAURY,2,0,1
AMAY,1,0,1
AMAYA,15,1,0
AMAYAH,6,1,0
AMAZON,2,1,0
AMBA,16,1,0
AMBAH,2,1,0
AMBAR,16,1,0
AMBER,16,1,0
AMBER-,1,1,0
AMBER-JADE,11,1,0
AMBER-JANE,2,1,0
AMBER-JAYNE,1,1,0
AMBER-LEA,3,1,0
AMBER-LEE,1,1,0
AMBER-LEIGH,15,1,0
AMBER-LILLY,1,1,0
AMBER-LILY,8,1,0
AMBER-LOUISE,15,1,0
AMBER-MAE,4,1,0
AMBER-MARIE,7,1,0
AMBER-MAY,4,1,0
AMBER-RAE,1,1,0
AMBER-ROSE,16,1,0
AMBEREEN,1,1,0
AMBERLEA,2,1,0
AMBERLEIGH,4,1,0
AMBERLEY,16,1,0
AMBERLIE,1,1,0
AMBERLY,4,1,0
AMBIA,8,1,0
AMBIKA,12,1,0
AMBIYA,1,1,0
AMBRA,6,1,0
AMBRE,6,1,0
AMBREEN,16,1,0
AMBRIN,8,1,0
AMBROSE,14,0,1
AME,5,1,0
AMEA,1,1,0
AMEALIA,4,1,0
AMED,1,0,1
AMEDEO,1,0,1
AMEE,13,1,0
AMEELA,2,1,0
AMEELIA,4,1,0
AMEEMA,1,1,0
AMEEN,16,0,1
AMEENA,16,1,0
AMEENAH,16,1,0
AMEER,16,0,1
AMEERA,16,1,0
AMEERAH,16,1,0
AMEESHA,2,1,0
AMEILA,2,1,0
AMEILIA,9,1,0
AMEIRA,6,1,0
AMEL,15,0.98,0.02
AMELA,4,1,0
AMELEA,2,1,0
AMELEAH,1,1,0
AMELI,1,1,0
AMELIA,16,1,0
AMELIA-FAITH,1,1,0
AMELIA-GRACE,7,1,0
AMELIA-JADE,1,1,0
AMELIA-JANE,9,1,0
AMELIA-JAYNE,7,1,0
AMELIA-LILLY,1,1,0
AMELIA-LILY,1,1,0
AMELIA-MAE,6,1,0
AMELIA-MAI,3,1,0
AMELIA-MARIE,1,1,0
AMELIA-MAY,5,1,0
AMELIA-PAIGE,1,1,0
AMELIA-ROSE,13,1,0
AMELIAH,8,1,0
AMELIE,16,1,0
AMELIE-GRACE,1,1,0
AMELIE-ROSE,4,1,0
AMELIJA,4,1,0
AMELINA,1,1,0
AMELINE,1,1,0
AMELIYA,5,1,0
AMELLE,5,1,0
AMELLIA,12,1,0
AMELLIE,1,1,0
AMELYA,4,1,0
AMEN,8,0.209375,0.790625
AMENA,16,1,0
AMENAH,11,1,0
AMER,16,0,1
AMERA,14,1,0
AMERAH,5,1,0
AMERIA,1,1,0
AMERIE,6,1,0
AMETHYST,14,1,0
AMEY,8,1,0
AMEYA,8,0.681818181818182,0.318181818181818
AMEZ,2,0.5,0.5
AMI,16,1,0
AMI-LEIGH,5,1,0
AMI-LOUISE,4,1,0
AMIA,10,1,0
AMIAH,8,1,0
AMIAS,1,0,1
AMICA,1,1,0
AMICIA,1,1,0
AMID,2,0,1
AMIDAT,1,1,0
AMIE,16,1,0
AMIE-LEE,2,1,0
AMIE-LEIGH,5,1,0
AMIE-LOUISE,7,1,0
AMIEE,16,1,0
AMIEE-LEIGH,4,1,0
AMIEL,4,0,1
AMIELIA,1,1,0
AMIERA,3,1,0
AMII,5,1,0
AMIIN,5,0,1
AMIIR,1,0,1
AMIIRA,9,1,0
AMIKA,4,1,0
AMIL,10,0,1
AMILA,6,1,0
AMILAH,13,1,0
AMILEAH,1,1,0
AMILEE,3,1,0
AMILEIGH,1,1,0
AMILIA,14,1,0
AMILIE,5,1,0
AMILLIA,6,1,0
AMILLIE,1,1,0
AMILY,2,1,0
AMIMA,4,1,0
AMIN,16,0,1
AMINA,16,1,0
AMINAH,16,1,0
AMINAT,14,1,0
AMINATA,15,1,0
AMINE,16,0.0326236263736264,0.967376373626374
AMINOOR,1,0,1
AMINTA,1,1,0
AMINUL,11,0,1
AMINUR,9,0,1
AMIR,16,0,1
AMIRA,16,1,0
AMIRAH,16,1,0
AMIRAT,4,1,0
AMIRUL,8,0,1
AMISA,1,1,0
AMISH,6,0,1
AMISHA,16,1,0
AMISHI,2,1,0
AMIT,15,0,1
AMITA,2,1,0
AMITAI,2,0,1
AMITY,9,1,0
AMIYA,12,1,0
AMIYAH,8,1,0
AMJAD,15,0,1
AMJID,1,0,1
AMMA,6,1,0
AMMAAR,16,0,1
AMMAARA,3,1,0
AMMAARAH,16,1,0
AMMAD,4,0,1
AMMAL,1,1,0
AMMAN,13,0.114709851551957,0.885290148448043
AMMAR,16,0,1
AMMARA,16,1,0
AMMARAH,16,1,0
AMMIE,10,1,0
AMNA,16,1,0
AMNAH,16,1,0
AMNEEK,1,1,0
AMNEET,4,1,0
AMOGH,5,0,1
AMOL,1,0,1
AMON,7,0,1
AMOR,1,0,1
AMORA,3,1,0
AMORE,6,1,0
AMORY,2,0,1
AMOS,16,0,1
AMOUR,3,1,0
AMOY,1,1,0
AMOYA,2,1,0
AMR,16,0,1
AMRA,6,1,0
AMRAH,1,1,0
AMRAIZ,1,0,1
AMRAJ,6,0,1
AMRAN,13,0.734249084249084,0.265750915750916
AMREECE,2,1,0
AMREEN,16,1,0
AMREENA,2,1,0
AMREET,6,1,0
AMREETA,3,1,0
AMRIA,3,1,0
AMRIK,11,0,1
AMRIN,5,1,0
AMRINA,1,1,0
AMRINDER,1,0,1
AMRIT,16,0.652985229885512,0.347014770114488
AMRITA,16,1,0
AMRITHA,1,1,0
AMRITPAL,14,0.054421768707483,0.945578231292517
AMRITPREET,1,1,0
AMRO,3,0,1
AMROM,2,0,1
AMTUL,4,1,0
AMULYA,2,1,0
AMUN,10,0.52770979020979,0.47229020979021
AMY,16,1,0
AMY-,2,1,0
AMY-ANN,1,1,0
AMY-BETH,2,1,0
AMY-GRACE,5,1,0
AMY-JADE,2,1,0
AMY-JANE,13,1,0
AMY-JAYNE,6,1,0
AMY-JO,12,1,0
AMY-LEA,4,1,0
AMY-LEE,12,1,0
AMY-LEIGH,16,1,0
AMY-LOU,4,1,0
AMY-LOUISE,16,1,0
AMY-MAE,1,1,0
AMY-MARIE,1,1,0
AMY-MAY,11,1,0
AMY-RAE,1,1,0
AMY-ROSE,13,1,0
AMYA,6,1,0
AMYAH,4,1,0
AMYE,4,1,0
AMYLEA,3,1,0
AMYLEE,7,1,0
AMYLEIGH,13,1,0
AMYLIA,4,1,0
AMYLOUISE,3,1,0
AMYMA,1,1,0
AMYRA,3,1,0
AMYRAH,3,1,0
AMZA,1,0,1
AN,10,0.97,0.03
ANA,16,1,0
ANA-LUCIA,1,1,0
ANA-MARIA,6,1,0
ANA-SOFIA,1,1,0
ANAAYA,4,1,0
ANAB,6,1,0
ANABEL,16,1,0
ANABELA,4,1,0
ANABELL,3,1,0
ANABELLA,10,1,0
ANABELLE,16,1,0
ANABIA,4,1,0
ANABIAH,1,1,0
ANAE,4,1,0
ANAELLE,5,1,0
ANAGHA,5,1,0
ANAH,14,1,0
ANAHI,1,1,0
ANAHITA,10,1,0
ANAI,4,1,0
ANAIA,7,1,0
ANAIAH,7,1,0
ANAIKA,2,1,0
ANAIS,16,1,0
ANAISE,1,1,0
ANAISHA,1,1,0
ANAIYA,12,1,0
ANAIYAH,5,1,0
ANAKIN,11,0,1
ANALEIGH,3,1,0
ANALIESE,5,1,0
ANALISA,2,1,0
ANALISE,13,1,0
ANAM,16,0.987284482758621,0.0127155172413793
ANAMARIA,4,1,0
ANAMIKA,10,1,0
ANAN,2,0,1
ANAND,16,0,1
ANANDA,4,0.75,0.25
ANANT,2,0,1
ANANYA,15,1,0
ANARA,1,1,0
ANAS,16,0,1
ANASHE,4,0.784188034188034,0.215811965811966
ANASS,4,0,1
ANASTACIA,10,1,0
ANASTASIA,16,1,0
ANASTASIJA,6,1,0
ANASTASIOS,5,0,1
ANASTASIYA,3,1,0
ANASTAZIA,7,1,0
ANASTAZJA,6,1,0
ANATOLE,2,0,1
ANAUM,6,1,0
ANAY,11,0,1
ANAYA,15,1,0
ANAYAA,1,1,0
ANAYAH,9,1,0
ANBAR,2,1,0
ANCA,1,1,0
ANCHAL,1,1,0
ANDA,1,1,0
ANDALEEB,2,1,0
ANDERS,13,0,1
ANDERSON,16,0,1
ANDI,16,0.416254058441558,0.583745941558442
ANDIE,16,1,0
ANDILE,6,0.0714285714285714,0.928571428571428
ANDRA,7,1,0
ANDRADA,2,1,0
ANDRAS,3,0,1
ANDRE,16,0,1
ANDRE-JUNIOR,1,0,1
ANDREA,16,0.917118233998711,0.0828817660012891
ANDREANA,1,1,0
ANDREANNA,1,1,0
ANDREAS,16,0,1
ANDREEA,10,1,0
ANDREI,15,0,1
ANDREIA,15,1,0
ANDREJ,12,0,1
ANDREJA,5,1,0
ANDRES,16,0,1
ANDREW,16,0,1
ANDREW-JAMES,1,0,1
ANDREW-JUNIOR,1,0,1
ANDREY,11,0,1
ANDREYA,2,1,0
ANDRI,1,0,1
ANDRIA,5,1,0
ANDRIANA,10,1,0
ANDRIANNA,5,1,0
ANDRIES,2,0,1
ANDRINA,2,1,0
ANDRIUS,3,0,1
ANDRIY,4,0,1
ANDROULLA,1,1,0
ANDRZEJ,8,0,1
ANDUENA,1,1,0
ANDY,16,0,1
ANDZELIKA,5,1,0
ANE,2,1,0
ANEEK,1,0,1
ANEEKA,16,1,0
ANEEKAH,1,1,0
ANEEKHA,1,1,0
ANEEL,4,0,1
ANEELA,13,1,0
ANEEQ,13,0,1
ANEEQA,16,1,0
ANEEQAH,5,1,0
ANEES,16,0,1
ANEESA,16,1,0
ANEESAH,16,1,0
ANEESH,12,0,1
ANEESHA,16,1,0
ANEET,1,1,0
ANEEYA,1,1,0
ANEEZA,1,1,0
ANEIL,2,0,1
ANEIRA,11,1,0
ANEIRIN,15,0,1
ANEISHA,2,1,0
ANEKA,11,1,0
ANEL,1,0,1
ANELA,2,1,0
ANELIA,1,1,0
ANELISE,2,1,0
ANELKA,1,0,1
ANES,8,0,1
ANESA,9,1,0
ANESH,2,0,1
ANESHA,9,1,0
ANESHKA,1,1,0
ANESS,1,0,1
ANESSA,1,1,0
ANEST,11,1,0
ANESU,10,0.404306804306804,0.595693195693196
ANETA,6,1,0
ANETTE,1,1,0
ANEURIN,16,0,1
ANEYA,7,1,0
ANEZKA,4,1,0
ANFAL,12,1,0
ANGAD,10,0,1
ANGE,9,0.606922398589065,0.393077601410935
ANGEL,16,0.975948340417797,0.0240516595822035
ANGEL-GRACE,1,1,0
ANGEL-LEIGH,7,1,0
ANGEL-LOUISE,5,1,0
ANGEL-MAE,5,1,0
ANGEL-MAI,1,1,0
ANGEL-MARIE,4,1,0
ANGEL-MAY,2,1,0
ANGEL-ROSE,6,1,0
ANGELA,16,1,0
ANGELE,2,1,0
ANGELEE,2,1,0
ANGELEEN,2,1,0
ANGELENA,1,1,0
ANGELENE,1,1,0
ANGELI,8,1,0
ANGELIA,1,1,0
ANGELICA,16,1,0
ANGELIE,7,1,0
ANGELIKA,14,1,0
ANGELIN,1,1,0
ANGELINA,16,1,0
ANGELINE,14,1,0
ANGELIQUE,16,1,0
ANGELISE,1,1,0
ANGELL,1,1,0
ANGELLE,4,1,0
ANGELO,16,0,1
ANGELOS,8,0,1
ANGELPREET,1,1,0
ANGELUS,3,0,1
ANGHARAD,16,1,0
ANGIE,16,1,0
ANGLIA,2,1,0
ANGUS,16,0,1
ANH,12,0.567370537958773,0.432629462041227
ANHAD,1,0,1
ANHAR,1,0,1
ANI,11,1,0
ANIA,16,1,0
ANIAH,5,1,0
ANICA,4,1,0
ANIELA,13,1,0
ANIELLA,6,1,0
ANIESHA,1,1,0
ANIK,4,0,1
ANIKA,16,1,0
ANIKAH,5,1,0
ANIKE,1,1,0
ANIKET,5,0,1
ANIL,16,0,1
ANILA,13,1,0
ANILAH,1,1,0
ANINA,1,1,0
